"Restaurant.Name","Business.Address","GRADE","Postcode","Latitude","Longitude","CUISINE.DESCRIPTION","categories","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol"
"Jane Motorcycles","396 Wythe Ave., Brooklyn, NY","A",11249,40.712543,-73.965938,"Café/Coffee/Tea","Dessert","yes","yes","no"
"good taste 666 inc","43-45 main st, Queens, NY","B",11355,40.751588,-73.826128,"Chinese","Asian","yes","no","no"
"Samesa Restaurant","495 Lorimer Street, Brooklyn, NY","A",11211,40.711697,-73.948992,"Middle Eastern","Asian","yes","yes","no"
"Barranquilla Bakery","34-48 Junction Boulevard, Queens, NY","A",11372,40.753764,-73.87203,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"M&S NIce BAkery and Restaurant","819 Seneca Avenue, Queens, NY","A",11385,40.701319,-73.905156,"Tex-Mex","Americas","yes","no","no"
"S J Mithaas Corp","1150 Coney Island Avenue, Brooklyn, NY","A",11230,40.629934,-73.966185,"Pakistani","Asian","yes","yes","no"
"Tanoreen","7523 3rd Avenue, Brooklyn, NY","A",11209,40.631245,-74.027871,"Middle Eastern","Asian","yes","no","yes"
"El cafetal bakery","10225 Jamaica ave, Queens, NY","A",11418,40.695182,-73.844447,"Bakery","Dessert","yes","no","no"
"MASK POT INC","13620 ROOSEVELT AVE, Queens, NY","N",11354,40.759785,-73.829236,"Juice, Smoothies, Fruit Salads","Dessert","yes","no","no"
"MASK POT INC","13620 ROOSEVELT AVE, Queens, NY","N",11354,40.759785,-73.829236,"Chinese","Asian","yes","no","no"
"Naidre's Cafe","384 7 avenue, Brooklyn, NY","A",11215,40.665312,-73.982914,"Asian","Asian","no","yes","no"
"Wattli Bar & Kitchen","1505 Newkirk Ave, Brooklyn, NY","A",11226,40.635604,-73.963192,"American","Americas","yes","no","yes"
"ASADERO LA FOGATA CORP","108-40 CORONA AVENUE, Queens, NY","B",11368,40.742539,-73.854167,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Jameson's Pub","421 Beach 129th Street, Queens, NY","A",11694,40.578367,-73.849392,"Chinese","Asian","yes","no","yes"
"Jameson's Pub","421 Beach 129th Street, Queens, NY","A",11694,40.578367,-73.849392,"American","Americas","yes","no","yes"
"Jameson's Pub","421 Beach 129th Street, Queens, NY","A",11694,40.578367,-73.849392,"Armenian","Asian","yes","no","yes"
"The Maspeth Pizza House Inc.","55-60  60 street, Queens, NY","A",11378,40.725962,-73.906095,"Italian","European","yes","no","yes"
"Sofiaï¿½s of Little Italy","143 Mulberry Street, Manhattan, NY","A",10013,40.718768,-73.997587,"Italian","European","no","yes","yes"
"REMI FLOWER COFFEE","906 2ND AVE, Manhattan, NY","A",10017,40.753804,-73.969292,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Tarallucci e Vino","163 1st Avenue, Manhattan, NY","A",10003,40.728862,-73.984377,"Italian","European","yes","yes","yes"
"Ciao, Gloria","550 Vanderbilt Avenue, Brooklyn, NY","N",11238,40.680309,-73.967923,"American","Americas","yes","no","no"
"F & T Deli Corp","8312  5th Ave, Brooklyn, NY","A",11209,40.62342,-74.025126,"Spanish","European","yes","yes","no"
"Pita and Sticks","321 9th street, Brooklyn, NY","A",11215,40.668862,-73.985646,"Greek","European","yes","yes","no"
"Bite","333 Lafayette St, Manhattan, NY","A",10012,40.725762,-73.994776,"American","Americas","yes","yes","no"
"456 New Shanghai Inc","69 Mott Street, Manhattan, NY","A",10013,40.716174,-73.998171,"Chinese","Asian","no","yes","no"
"MATTER","7604   3rd Avenue, Brooklyn, NY","A",11209,40.630624,-74.028144,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Vera Thai Restaurant","4301 Queens Blvd , Queens, NY","B",11104,40.743474,-73.921339,"Indian","Asian","yes","no","yes"
"Dirt Candy","86 Allen Street, Manhattan, NY","A",10002,40.718024,-73.990974,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Doris","1088  Fulton St, Brooklyn, NY","A",11238,40.681423,-73.957102,"American","Americas","yes","yes","yes"
"El Super Chivito","84-02 37th Avenue, Queens, NY","A",11372,40.749949,-73.882295,"Spanish","European","yes","no","yes"
"Caravaggio Restaurant","23 East 74th Street, Manhattan, NY","A",10021,40.773309,-73.96495,"Italian","European","yes","yes","yes"
"Cuzin's Duzin","445 Albee Square West, Brooklyn, NY","A",11201,40.690833,-73.983452,"American","Americas","yes","no","no"
"Tre Otto","1410 Madison Avenue, Manhattan, NY","A",10029,40.788313,-73.953379,"Italian","European","yes","yes","yes"
"Quinn's Corner","55 Water St, Manhattan, NY","N",10041,40.703608,-74.009691,"American","Americas","yes","no","no"
"Variety Coffee","368 Graham Avenue, Brooklyn, NY","A",11211,40.715398,-73.944516,"Café/Coffee/Tea","Dessert","no","no","no"
"Cleopatra Cafe Corp","25-62 Steinway Street, Queens, NY","A",11103,40.767544,-73.912036,"Café/Coffee/Tea","Dessert","yes","yes","no"
"IL CARINO RESTAURANT","1710 2ND AVE, Manhattan, NY","A",10128,40.779587,-73.950489,"Italian","European","yes","no","yes"
"NUTRICION SALUD Y VIDA","650  MELROSE AVE , Bronx, NY","A",10455,40.818605,-73.916611,"Other","Others","yes","yes","no"
"Annieï¿½s kitchen","7224 Main Street , Queens, NY","A",11367,40.725881,-73.821436,"Jewish/Kosher","European","yes","yes","no"
"Little Morocco Restaurant Corp","24-39  Steinway Street, Queens, NY","A",11103,40.768491,-73.91123,"Moroccan","African","yes","yes","no"
"Ollies To Go","307 East 77th St, Manhattan, NY","A",10075,40.771837,-73.955553,"Chinese","Asian","yes","no","yes"
"Mokja Corp","3519 Broadway , Queens, NY","N",11106,40.76038,-73.921969,"Korean","Asian","yes","yes","yes"
"Grotta Azzurra","177   Mulberry Street, Manhattan, NY","A",10013,40.72033,-73.996916,"Italian","European","yes","yes","yes"
"Adalya","55 Irving place, Manhattan, NY","A",10003,40.736106,-73.987233,"Tapas","European","no","yes","yes"
"Wing Bistro","1109  1st avenue, Manhattan, NY","A",10065,40.760704,-73.961192,"American","Americas","yes","no","yes"
"Astoria Sea Food & Grill Inc","25-79 Steinway Street, Queens, NY","A",11103,40.767522,-73.912029,"Café/Coffee/Tea","Dessert","yes","yes","no"
"CHIMI MUNDO LOUNGE INC","9805  ATLANTIC AVENUE, Queens, NY","A",11421,40.689289,-73.844882,"Spanish","European","yes","no","no"
"Supper Restaurant","156 East 2nd Street, Manhattan, NY","B",10009,40.722774,-73.98518,"Italian","European","no","yes","yes"
"Empellon Taqueria","230  West 4th Street, Manhattan, NY","A",10014,40.734119,-74.002941,"Mexican","Americas","yes","no","yes"
"640 EAST RESTAURANT CORP","640 MELROSE AVENUE, Bronx, NY","A",10455,40.81843,-73.916687,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"NAI TAPAS RESTAURANT CORP","85 2nd AVENUE, Manhattan, NY","A",10003,40.726694,-73.989061,"Spanish","European","yes","no","yes"
"Chung Moo Korean Restaurant","3904 Union Street, Queens, NY","B",11354,40.760978,-73.826822,"Korean","Asian","yes","yes","no"
"Suited","45  John Street, Manhattan, NY","N",10038,40.709241,-74.008,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Blue Tequila Restaurant and Bar Inc.","112-07  Jamaica avenue, Queens, NY","A",11418,40.697492,-73.836259,"Thai","Asian","yes","yes","no"
"LaMarca Pasta Restaurant","161  East 22nd Street, Manhattan, NY","A",10010,40.738538,-73.984494,"Italian","European","yes","no","yes"
"Bassett Pickle Works Inc","1404  Avenue X, Brooklyn, NY","A",11235,40.592113,-73.955907,"American","Americas","yes","no","no"
"FLE FLE Grill","254 8th Ave., Manhattan, NY","A",10011,40.745145,-73.998585,"Middle Eastern","Asian","yes","no","no"
"Brooklyn's Homeslice Pizzeria","567 Vanderbilt Avenue, Brooklyn, NY","A",11238,40.680781,-73.967732,"Italian","European","no","yes","no"
"Leyenda","221 Smith Street, Brooklyn, NY","A",11201,40.684324,-73.992078,"Spanish","European","yes","yes","yes"
"Izzieï¿½s Cheesesteaks","47  Clinton Street, Manhattan, NY","A",10002,40.719783,-73.984722,"American","Americas","yes","yes","no"
"WOKUNI","327 Lexington Avenue, Manhattan, NY","A",10016,40.749301,-73.977598,"Japanese","Asian","yes","no","yes"
"J A JAM DOWN CARRIBEAN RESTAURANT","5223  AVENUE .D , Brooklyn, NY","A",11203,40.642281,-73.927119,"Caribbean","Americas","yes","no","no"
"Sushi & Co","67 Nassau street, Manhattan, NY","A",10038,40.709405,-74.008552,"Asian","Asian","yes","yes","no"
"Luliano's","7902 3 avenue , Brooklyn, NY","A",11209,40.628448,-74.029033,"Italian","European","yes","no","yes"
"Bridge Coffee Shop","73 Bridge Street, Brooklyn, NY","A",11201,40.702216,-73.984701,"Spanish","European","yes","no","no"
"Brooklyn Bagel & Coffee Company","286 8th Avenue, Manhattan, NY","A",10001,40.746207,-73.997809,"American","Americas","yes","yes","no"
"Canave","4714-4716 Broadway, Manhattan, NY","A",10040,40.864453,-73.929142,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"Tropix bar and lounge","9532 Queens blvd , Queens, NY","A",11374,40.730536,-73.863495,"American","Americas","yes","no","yes"
"Greenpoint Original Italian Pizza","93 Norman Ave, Brooklyn, NY","N",11222,40.725515,-73.951525,"Pizza","Fast_food","yes","yes","no"
"Elim Deli Cafe","851 Lexington Avenue, Manhattan, NY","Z",10065,40.76563,-73.965691,"Delicatessen","Others","yes","no","no"
"ZLS BARBEQUE INC","219 E 23RD ST, Manhattan, NY","N",10010,40.738576,-73.982517,"Chinese","Asian","yes","yes","no"
"Upstate Stock","2  Berry Street, Brooklyn, NY","A",11249,40.722402,-73.954901,"American","Americas","yes","no","no"
"M&G  Restaurant 11corp","2472 Arthur Avenue , Bronx, NY","A",10458,40.85714,-73.886201,"American","Americas","yes","yes","no"
"Champignon Cafe Inc","1389 Madison Avenue, Manhattan, NY","A",10029,40.787622,-73.953867,"American","Americas","yes","yes","no"
"Juice Press","156  Prince street, Manhattan, NY","A",10012,40.725926,-74.001227,"Nuts/Confectionary","Dessert","yes","no","no"
"Bellaï¿½s place restaurant","87-77 Sutphin , Queens, NY","A",11435,40.705125,-73.809388,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","no"
"PLAYITAS RESTAURANT CORP","149-23 jamaica ave, Queens, NY","A",11432,40.701967,-73.805192,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Aria Hell's Kitchen","369  W 51st, Manhattan, NY","A",10014,40.76385,-73.987849,"Mexican","Americas","yes","yes","yes"
"The Grand","3701 30th ave, Queens, NY","A",11103,40.764594,-73.916462,"Mediterranean","European","yes","yes","yes"
"Kuro Kuma Espresso & Coffee","121 La Salle Street, Manhattan, NY","A",10027,40.814015,-73.960236,"Chinese","Asian","yes","no","no"
"The Long Island Bar","110 Atlantic Avenue, Brooklyn, NY","A",11201,40.690815,-73.996466,"American","Americas","yes","no","yes"
"Loring Place","21 West 8th Street, Manhattan, NY","A",10011,40.732689,-73.997355,"American","Americas","yes","yes","yes"
"Lotus","229  5th ave, Brooklyn, NY","A",11215,40.675553,-73.981033,"Vietnamese/Cambodian/Malaysia","Asian","yes","yes","no"
"Cka Ka Qellu","2321 Hughes Ave, Bronx, NY","B",10458,40.853815,-73.888039,"Mediterranean","European","yes","yes","no"
"Fresh From Hell","326 West 47th Street, Manhattan, NY","A",10036,40.760801,-73.988431,"Café/Coffee/Tea","Dessert","yes","no","no"
"GUANG JI BAKERY INC","5013  7th Ave, Brooklyn, NY","A",11220,40.642307,-74.006043,"Bakery","Dessert","yes","no","no"
"Grab & Go Cafe","475  60th Street, Brooklyn, NY","A",11220,40.63991,-74.016867,"Sandwiches/Salads/Mixed Buffet","Fast_food","no","yes","no"
"Boucherie Union Square","225 Park Avenue South, Manhattan, NY","A",10003,40.737366,-73.988424,"French","European","yes","yes","yes"
"Paris","8421   20th Avenue, Brooklyn, NY","A",11214,40.605601,-73.997209,"Russian","European","yes","yes","no"
"Hampton Chutney Co.","143 Grand St, Manhattan, NY","A",10013,40.720217,-73.999437,"Indian","Asian","yes","no","no"
"Amor Cubano Restaurant","2018 Third Av, Manhattan, NY","A",10029,40.794668,-73.942428,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Pizza Express","3005-3007 Avenue K, Brooklyn, NY","A",11210,40.624412,-73.946245,"Jewish/Kosher","European","yes","yes","no"
"DADA'S COFEE SHOP CORP","2287 WESTCHESTER AVENUE, Bronx, NY","A",10462,40.835375,-73.848391,"American","Americas","yes","no","no"
"Lagman house","2612 E 14th st, Brooklyn, NY","A",11235,40.587199,-73.95515,"Asian","Asian","yes","yes","no"
"Bund on Broadway","25-08  Broadway , Queens, NY","A",11106,40.763304,-73.928214,"Asian","Asian","yes","yes","no"
"Uncle Jacks Steakhouse","440  9th Ave , Manhattan, NY","A",10001,40.753717,-73.996051,"American","Americas","yes","no","yes"
"Daps Eats","63  East 125th Street , Manhattan, NY","A",10035,40.805508,-73.940081,"Caribbean","Americas","yes","yes","no"
"Tap house","72-07 Austin Street, Queens, NY","A",11375,40.719228,-73.842327,"Mediterranean","European","yes","yes","yes"
"House of Yes","2 Wyckoff Avenue, Brooklyn, NY","A",11237,40.706954,-73.923488,"Not Listed/Not Applicable","Others","yes","yes","yes"
"Rise Bar","859 9th AVENUE, Manhattan, NY","A",10019,40.767108,-73.986314,"American","Americas","yes","yes","yes"
"Salvatores of soho","3738  Riverdale Ave , Bronx, NY","A",10463,40.887781,-73.907353,"Italian","European","yes","yes","no"
"Le Sajj Restaurant","8221 5th ave, Brooklyn, NY","A",11209,40.624104,-74.024827,"Middle Eastern","Asian","yes","no","no"
"Delillo pastry shop","610  E 187th st, Bronx, NY","A",10458,40.855357,-73.887198,"Bakery","Dessert","yes","no","no"
"Nona's Pizza","6100  Riverdale Ave, Bronx, NY","A",10471,40.910479,-73.90311,"Pizza/Italian","Fast_food","yes","no","no"
"Pera","303 Madison Avenue, Manhattan, NY","A",10017,40.752337,-73.979615,"American","Americas","yes","no","yes"
"Il Piccolo Bufalo Restaurant","141 Mulberry Street, Manhattan, NY","A",10013,40.718705,-73.997619,"Italian","European","yes","yes","yes"
"Tri Dim West","467  Columbus Ave, Manhattan, NY","A",10024,40.784159,-73.97386,"Chinese","Asian","yes","no","yes"
"Nazca Peruvian Restaurant","13204  Crossbay Blvd, Queens, NY","A",11417,40.676557,-73.843683,"Peruvian","Americas","yes","no","no"
"Cha Cha Matcha","373  Broome Street , Manhattan, NY","A",10013,40.720256,-73.996237,"Café/Coffee/Tea","Dessert","yes","no","no"
"TAQUERIA LA IGUANA CORP","146 KNICKERBOCKER AVE, Brooklyn, NY","A",11237,40.704426,-73.928241,"American","Americas","yes","yes","no"
"The Barn Coffee Shop Corp.","26-08 Hoyt Avenue S, Queens, NY","A",11102,40.772445,-73.920629,"Café/Coffee/Tea","Dessert","yes","no","no"
"Hell's Kitchenette","375 west 48th street, Manhattan, NY","A",10036,40.761857,-73.988943,"Delicatessen","Others","yes","no","no"
"mamas place restaurant llc","514 E 138 st, Bronx, NY","B",10454,40.807417,-73.918919,"Spanish","European","yes","no","no"
"Sam's","8906 Northern Blvd, Queens, NY","A",11372,40.756252,-73.878681,"Pizza","Fast_food","yes","no","no"
"caffe Reggio","119  Macdougal street , Manhattan, NY","A",10012,40.730214,-74.000318,"Italian","European","no","yes","yes"
"Baku Palace","2001 Emmons Ave, Brooklyn, NY","A",11235,40.583691,-73.948104,"Mediterranean","European","yes","no","yes"
"Burger Chimi Tropical","940  Southern Boulevard, Bronx, NY","A",10459,40.821096,-73.891617,"Chicken","Others","yes","yes","no"
"Kilo Bravo","180 North 10th Street, Brooklyn, NY","A",11211,40.71907,-73.955278,"American","Americas","yes","yes","yes"
"Heights faladel","78 Henry street, Brooklyn, NY","A",11201,40.698503,-73.992524,"Middle Eastern","Asian","yes","no","no"
"Khiladi","175  Avenue B , Manhattan, NY","N",10009,40.727558,-73.979391,"Indian","Asian","yes","yes","yes"
"Ginoï¿½s Pizzeria and Restaurant","3700  Jerome Ave, Bronx, NY","A",10467,40.886744,-73.87823,"Pizza","Fast_food","yes","no","no"
"pizza and bagel on 3rd","129  20th street, Brooklyn, NY","A",11232,40.664224,-73.996662,"Delicatessen","Others","yes","no","no"
"BALZEM","202 MOTT STREET, Manhattan, NY","A",10012,40.721381,-73.995548,"Mediterranean","European","no","yes","yes"
"Antonio's Trattoria","2370 Belmont Avenue, Bronx, NY","A",10458,40.854209,-73.886744,"Italian","European","yes","yes","yes"
"Taste of the City","1368  Flatbush Ave , Brooklyn, NY","C",11210,40.637008,-73.952101,"Creole/Cajun","European","yes","yes","no"
"chongqing chicken pot","5216 8th ave, Brooklyn, NY","A",11220,40.639853,-74.005037,"Chinese","Asian","yes","yes","no"
"Sway Cafe","4110  34th Avenue, Queens, NY","A",11101,40.756212,-73.919891,"Sandwiches","Fast_food","yes","yes","no"
"Cousins Pizzeria","3579  E. TREMONT AVE, Bronx, NY","A",10465,40.829435,-73.825047,"Pizza/Italian","Fast_food","yes","no","no"
"Kool Bloo","188 Avenue A, Manhattan, NY","A",10009,40.72893,-73.981426,"American","Americas","yes","yes","yes"
"Khalil Halal Chinese","2062 Mcgraw Ave, Bronx, NY","B",10462,40.835516,-73.856149,"Chicken","Others","yes","yes","no"
"Little Italy pizza","11 Park place, Manhattan, NY","A",10007,40.712828,-74.008296,"Pizza","Fast_food","yes","no","no"
"Piece A Cake","177  New Dorp Lane, Staten Island, NY","A",10306,40.573259,-74.114972,"Bakery","Dessert","yes","yes","no"
"Burger King","40-15 Queens Blvd, Queens, NY","A",11104,40.743789,-73.924027,"Hamburgers","Fast_food","yes","no","no"
"ROYALE","157 AVENUE C, Manhattan, NY","A",10009,40.725688,-73.977689,"American","Americas","yes","yes","yes"
"NY Pao de Quiejo","31-90 30th street, Queens, NY","A",11106,40.762523,-73.92606,"Greek","European","yes","yes","no"
"Jimmys pizza","561  Wilson avenue, Brooklyn, NY","A",11207,40.691276,-73.909129,"Pizza","Fast_food","yes","no","no"
"Taqueria Mi Mariachi","1201 Flushing Ave, Brooklyn, NY","A",11237,40.707034,-73.924592,"Mexican","Americas","yes","yes","no"
"Phuman Singh","261 Columbus Avenue , Manhattan, NY","A",10023,40.777564,-73.978672,"American","Americas","yes","yes","no"
"Viva Mis Empanadas","13311 Cross Bay Blvd, Queens, NY","B",11417,40.675239,-73.843282,"Mexican","Americas","yes","no","no"
"12 Chairs Cafe","56 Macdougal St, Manhattan, NY","A",10012,40.727491,-74.002594,"Mediterranean","European","yes","yes","yes"
"CMR REST CORP","249 COLUMBUS AVE, Manhattan, NY","A",10023,40.777065,-73.979033,"Mediterranean","European","yes","yes","yes"
"Tal bagels","975-979 1st ave , Manhattan, NY","A",10022,40.756097,-73.964548,"American","Americas","yes","no","no"
"THE IZAKAYA","326  East 6th street , Manhattan, NY","C",10003,40.727057,-73.987748,"Japanese","Asian","yes","yes","yes"
"Juice Generation","97 Greenwich Avenue , Manhattan, NY","A",10014,40.737496,-74.001671,"Juice, Smoothies, Fruit Salads","Dessert","yes","no","no"
"Family store","6907 3rd ave , Brooklyn, NY","A",11209,40.635571,-74.026093,"American","Americas","yes","no","no"
"FGNY 148 MADISON, LLC","148 Madison Avenue, Manhattan, NY","A",10016,40.746335,-73.984012,"American","Americas","yes","no","no"
"Sage Kitchen","352 Bowery, Manhattan, NY","A",10003,40.726604,-73.991731,"American","Americas","no","yes","no"
"Macoletta Brick Oven Pizzeria","28-15 24Th Avenue, Queens, NY","A",11102,40.773359,-73.916895,"Pizza/Italian","Fast_food","yes","yes","yes"
"Eat N Run Cafe LLC","2574 Coney Island Ave, Brooklyn, NY","A",11223,40.594077,-73.960878,"Jewish/Kosher","European","yes","yes","no"
"Wondee Siam","792 9TH AVE, Manhattan, NY","A",10019,40.765102,-73.987755,"Thai","Asian","yes","no","no"
"Cafe d'Avignon","445 Albee Square West, Brooklyn, NY","A",11201,40.690833,-73.983452,"American","Americas","yes","no","no"
